dvcat,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,caseid
25-39,2257.88999998569,alive,none,belted,1,m,21,2002,1990.0,unavail,driver,0,43:242:1
25-39,15.6669999998994,alive,airbag,none,0,m,19,1999,1994.0,nodeploy,driver,0,6:78:1
1-9km/h,133.766999999061,alive,airbag,belted,1,f,65,2000,2000.0,deploy,driver,1,4:140:1
25-39,320.974999997765,alive,airbag,belted,1,f,17,1999,1996.0,deploy,driver,1,11:3:1
10-24,10.2439999999478,alive,none,none,1,f,23,1999,1988.0,unavail,pass,0,72:19:1
25-39,9.779999999911519,alive,none,none,1,m,20,2000,1990.0,unavail,driver,0,72:77:2
40-54,51.831999999936706,alive,airbag,belted,1,m,16,1999,1995.0,deploy,driver,1,43:67:2
25-39,334.72799999639403,alive,none,none,0,f,20,2000,1991.0,unavail,driver,0,48:9:2
10-24,49.7679999996908,alive,airbag,belted,1,f,24,1998,1995.0,deploy,driver,1,43:150:2
25-39,200.491999998689,alive,none,none,1,m,30,2000,1990.0,unavail,driver,0,13:10:2
10-24,19.2959999998566,alive,airbag,belted,0,m,21,2002,1997.0,nodeploy,pass,0,41:52:1
10-24,31.3909999998286,alive,none,belted,1,f,22,1999,1994.0,unavail,pass,0,45:76:2
25-39,33.809999999590204,alive,none,belted,0,m,21,2000,1991.0,unavail,driver,0,74:34:2
10-24,119.263999999501,alive,airbag,none,1,m,70,1999,1998.0,deploy,driver,1,41:21:1
55+,47.0789999999106,alive,none,belted,1,f,16,2002,1992.0,unavail,driver,0,12:127:1
40-54,126.080999999307,alive,none,belted,0,f,21,1999,1990.0,unavail,driver,0,76:8:2
25-39,659.466999992728,alive,none,none,1,f,35,1999,1986.0,unavail,pass,0,5:35:2
10-24,1.05699999998615,alive,airbag,belted,1,m,27,1999,1992.0,deploy,driver,1,79:114:2
25-39,198.29899999871898,alive,airbag,belted,1,f,16,1999,1995.0,deploy,driver,1,11:110:1
10-24,940.5379999950529,alive,airbag,belted,1,f,63,2001,1990.0,nodeploy,driver,0,76:24:1
10-24,2544.37699997425,alive,airbag,belted,0,f,42,2002,1996.0,nodeploy,driver,0,81:63:2
10-24,159.43299999833098,alive,airbag,belted,0,f,31,2001,1999.0,nodeploy,driver,0,81:37:1
10-24,877.7869999930259,alive,airbag,belted,0,m,73,1997,1997.0,nodeploy,driver,0,72:60:2
25-39,23.0809999997728,alive,airbag,belted,1,m,66,2000,1990.0,nodeploy,driver,0,73:196:1
25-39,158.179999999702,alive,airbag,none,0,f,22,2000,1991.0,nodeploy,pass,0,74:59:1
10-24,1661.07099999487,alive,airbag,belted,0,f,35,1998,1997.0,nodeploy,driver,0,12:21:1
10-24,3.2449999999953403,alive,airbag,belted,1,m,34,2000,1991.0,deploy,driver,1,82:4:2
40-54,380.420999996364,alive,none,none,1,m,17,2000,1988.0,unavail,driver,0,13:175:1
10-24,477.96399999782403,alive,airbag,belted,0,m,39,2000,2000.0,nodeploy,driver,0,48:87:1
10-24,848.7669999971989,alive,none,belted,0,f,17,1999,1990.0,unavail,driver,0,13:18:1
25-39,49.689999999944106,alive,none,belted,1,f,57,1998,1992.0,unavail,pass,0,11:165:2
25-39,1691.6969999969,alive,none,belted,1,m,17,1999,1991.0,unavail,driver,0,43:206:2
10-24,0.0,alive,airbag,belted,1,f,16,1998,1998.0,deploy,driver,1,43:810:1
10-24,10.8309999998892,alive,airbag,belted,0,f,25,2000,2000.0,deploy,driver,1,74:175:1
25-39,101.320999999531,alive,none,belted,1,m,23,1998,1988.0,unavail,driver,0,82:13:1
10-24,695.664999999106,alive,airbag,belted,0,f,47,2001,1996.0,deploy,pass,1,8:24:2
10-24,104.911999999546,alive,airbag,none,1,f,28,1998,1998.0,deploy,driver,1,79:124:2
40-54,1642.97599999607,alive,none,none,1,m,45,2000,1989.0,unavail,driver,0,11:117:1
40-54,73.5179999992251,alive,airbag,belted,1,m,26,1999,1991.0,deploy,driver,1,12:108:2
40-54,49.7679999996908,alive,airbag,belted,1,f,47,1998,1998.0,deploy,driver,1,43:90:1
10-24,1554.0189999938,alive,airbag,belted,1,m,81,2001,1998.0,deploy,driver,1,8:82:2
10-24,82.45899999979879,alive,none,belted,1,f,24,2001,1994.0,unavail,driver,0,75:76:1
40-54,23.0259999998379,alive,airbag,belted,1,m,69,1998,1997.0,deploy,driver,1,4:136:1
1-9km/h,25688.3709998131,alive,airbag,belted,0,m,36,1997,1993.0,nodeploy,driver,0,45:169:1
40-54,46.4229999999516,dead,airbag,none,0,f,19,2001,1995.0,deploy,driver,1,12:2:1
40-54,18.8949999997858,alive,airbag,none,0,f,17,2002,2001.0,nodeploy,driver,0,81:30:2
10-24,456.91599999740697,alive,none,belted,0,f,68,1998,1985.0,unavail,driver,0,79:192:1
10-24,83.3619999997318,alive,none,belted,0,m,65,1997,1982.0,unavail,driver,0,13:139:2
10-24,6.61099999997532,alive,none,none,1,m,26,1997,1992.0,unavail,driver,0,49:202:1
25-39,90.4109999993816,alive,airbag,belted,1,f,32,2000,1993.0,deploy,driver,1,11:15:1
25-39,50.5059999995865,alive,airbag,belted,1,m,42,1997,1996.0,deploy,driver,1,11:131:2
55+,13.6639999999898,alive,none,none,1,m,19,1999,1986.0,unavail,driver,0,49:211:1
10-24,94.02199999988079,alive,airbag,none,1,f,53,2002,2001.0,nodeploy,driver,0,50:53:1
10-24,31.6809999998659,alive,airbag,none,1,m,32,2002,2000.0,deploy,driver,1,47:61:1
10-24,18.3609999998007,alive,airbag,belted,0,m,16,1997,1992.0,nodeploy,driver,0,6:19:2
25-39,354.416999999434,alive,airbag,belted,1,m,26,2001,1999.0,deploy,driver,1,78:12:2
55+,144.515999998897,alive,airbag,belted,1,m,21,1998,1997.0,deploy,driver,1,76:77:1
25-39,537.4349999949341,alive,airbag,none,1,m,25,2000,1999.0,deploy,driver,1,72:125:1
10-24,269.311999998987,alive,none,belted,0,m,39,2001,1993.0,unavail,driver,0,81:92:1
10-24,254.622999999672,alive,airbag,belted,0,f,39,2002,2000.0,nodeploy,driver,0,43:4:2
10-24,395.333999998868,alive,airbag,belted,0,m,55,2002,1999.0,nodeploy,driver,0,43:62:1
10-24,173.964999999851,alive,none,belted,0,m,71,2002,1977.0,unavail,driver,0,48:149:2
55+,18.1709999998566,dead,none,none,1,m,41,2002,1989.0,unavail,driver,0,4:66:2
10-24,14.1849999999395,alive,airbag,none,0,m,63,1999,1997.0,nodeploy,driver,0,74:69:1
10-24,415.474999997765,alive,none,belted,0,m,40,1997,1994.0,unavail,driver,0,12:177:2
25-39,18.3309999997728,alive,none,none,0,f,18,1999,1988.0,unavail,driver,0,74:65:1
10-24,902.207999996841,alive,airbag,belted,0,f,82,1999,1994.0,nodeploy,driver,0,13:68:1
40-54,8.626999999978581,alive,none,none,1,f,20,1998,1993.0,unavail,driver,0,74:100:2
40-54,3.85599999999977,alive,none,none,1,m,38,1998,1984.0,unavail,pass,0,79:76:2
40-54,24.442999999970198,dead,airbag,none,1,f,21,2002,1998.0,deploy,driver,1,12:77:1
25-39,7.52799999999115,alive,airbag,none,0,f,39,2002,1996.0,nodeploy,driver,0,74:93:1
10-24,15.917999999946899,alive,none,belted,0,m,40,1997,1984.0,unavail,driver,0,74:16:1
25-39,258.99299999698997,alive,airbag,belted,1,f,30,1997,1993.0,deploy,driver,1,78:6:2
10-24,50.837999999988796,alive,airbag,belted,1,f,47,1997,1997.0,deploy,driver,1,12:72:3
25-39,57.276999999769004,alive,none,belted,1,m,32,1997,1992.0,unavail,driver,0,41:36:2
10-24,12.8719999999739,alive,airbag,belted,1,f,37,1998,1994.0,nodeploy,driver,0,74:35:1
10-24,136.913999998942,alive,airbag,belted,0,m,40,1999,1997.0,nodeploy,driver,0,2:4:2
10-24,616.103999994695,alive,none,none,1,m,33,2002,1993.0,unavail,pass,0,73:57:2
10-24,102.246999999508,alive,none,none,1,f,24,1997,1988.0,unavail,driver,0,49:110:1
10-24,42.9909999999218,alive,airbag,none,0,f,44,1998,1995.0,nodeploy,pass,0,79:208:2
10-24,314.224999997765,alive,airbag,belted,1,m,25,2000,2000.0,deploy,driver,1,3:75:1
25-39,16.6789999997709,alive,airbag,belted,0,f,50,1998,1996.0,nodeploy,driver,0,9:78:1
10-24,6.6809999999822995,alive,airbag,none,1,m,28,1997,1994.0,nodeploy,driver,0,6:135:1
25-39,45.63199999975039,alive,none,belted,1,m,31,1998,1992.0,unavail,driver,0,11:116:3
1-9km/h,63.780999999959,alive,none,belted,1,m,19,1999,1986.0,unavail,pass,0,82:37:2
25-39,36.6549999997951,alive,airbag,belted,0,f,18,2002,1999.0,nodeploy,pass,0,11:191:2
10-24,4527.95599997044,alive,airbag,belted,1,f,61,2001,1992.0,deploy,driver,1,81:127:2
25-39,41.8729999996722,dead,airbag,belted,0,f,18,2002,2002.0,nodeploy,driver,0,11:2:1
10-24,52.118999999947796,alive,airbag,none,0,m,41,1999,1995.0,deploy,driver,1,45:39:1
25-39,13.5419999998994,alive,none,none,1,m,18,2002,1986.0,unavail,driver,0,81:8:2
10-24,448.791999999434,alive,none,none,0,f,21,2000,1992.0,unavail,driver,0,73:51:2
40-54,86.46699999924749,alive,none,none,0,m,32,2000,1992.0,unavail,driver,0,45:145:1
10-24,64.011999999173,alive,airbag,belted,1,f,86,1997,1994.0,deploy,driver,1,12:35:2
10-24,30.7929999998305,alive,airbag,none,0,m,30,2000,1999.0,deploy,pass,1,41:161:1
10-24,21.1399999998976,alive,none,none,1,m,77,2002,1992.0,unavail,driver,0,73:23:1
40-54,137.17499999888202,alive,none,none,1,m,33,2002,1990.0,unavail,driver,0,8:210:1
25-39,26.121999999973898,alive,airbag,belted,1,f,36,2000,1996.0,deploy,driver,1,2:16:2
25-39,3.85599999999977,alive,none,belted,1,m,20,1998,1989.0,unavail,driver,0,79:11:1
10-24,214.708999998868,alive,none,none,1,m,22,1997,1983.0,unavail,driver,0,74:28:1
10-24,23.0809999997728,alive,none,none,0,m,24,2000,1985.0,unavail,driver,0,73:91:1
10-24,90.581999999471,alive,airbag,belted,0,m,75,2002,1999.0,nodeploy,driver,0,76:82:1
25-39,43.2199999997392,alive,none,none,1,m,18,1999,1985.0,unavail,driver,0,12:83:2
10-24,403.525999996811,alive,airbag,belted,0,m,42,1997,1991.0,deploy,driver,1,2:117:1
25-39,51.831999999936706,alive,airbag,belted,1,f,24,1999,1998.0,deploy,driver,1,43:67:1
40-54,73.5179999992251,alive,none,belted,1,f,21,1999,1995.0,unavail,pass,0,12:108:1
25-39,87.7409999994561,alive,none,belted,1,m,59,1999,1981.0,unavail,driver,0,11:92:1
25-39,60.101999999955304,alive,airbag,belted,1,m,17,2000,1996.0,deploy,driver,1,45:80:1
25-39,80.94299999997021,alive,airbag,belted,1,f,21,1997,1995.0,deploy,driver,1,74:119:2
25-39,19.2959999998566,alive,none,none,0,m,29,2002,1994.0,unavail,driver,0,41:167:2
25-39,16.4709999999031,alive,airbag,belted,0,f,25,2001,1999.0,deploy,driver,1,73:55:2
25-39,55.4419999998063,alive,none,none,1,m,28,2000,1984.0,unavail,driver,0,41:175:1
10-24,247.98099999874802,alive,airbag,none,0,f,24,1998,1998.0,nodeploy,driver,0,13:59:2
10-24,150.933999998495,alive,airbag,belted,1,f,17,2002,1998.0,deploy,pass,1,43:23:2
40-54,21.677999999839802,alive,airbag,none,0,m,24,1999,1998.0,nodeploy,driver,0,6:138:2
10-24,11.491999999969302,alive,none,belted,1,f,50,1998,1991.0,unavail,driver,0,81:38:1
25-39,55.377999999560394,alive,airbag,belted,1,f,16,2000,1999.0,deploy,pass,1,2:107:2
25-39,11.7199999999721,alive,airbag,belted,0,m,74,2002,1993.0,nodeploy,driver,0,49:44:1
55+,18.4299999999348,dead,none,belted,0,m,22,2001,1991.0,unavail,driver,0,9:104:1
25-39,51.831999999936706,alive,airbag,belted,1,f,22,1999,1997.0,deploy,driver,1,43:96:1
10-24,30.450999999884502,alive,airbag,belted,0,f,33,1999,1997.0,nodeploy,driver,0,79:131:1
10-24,22.9839999999385,alive,airbag,belted,1,m,36,1998,1995.0,deploy,driver,1,81:83:1
25-39,31.341999999945998,alive,none,none,1,m,48,1997,1990.0,unavail,driver,0,12:87:2
55+,22.2779999999329,alive,none,none,1,m,29,1999,1993.0,unavail,pass,0,12:51:1
10-24,28.489999999990697,alive,none,none,1,m,57,1997,1989.0,unavail,driver,0,72:18:1
10-24,86.22099999990309,alive,none,belted,0,m,61,2000,1981.0,unavail,driver,0,13:215:1
10-24,427.195999998599,alive,airbag,belted,1,f,19,2002,1999.0,deploy,driver,1,13:39:1
10-24,4335.93999999762,alive,none,belted,0,f,17,1999,1989.0,unavail,driver,0,48:176:1
25-39,48.000999999698294,alive,airbag,none,0,m,38,2001,1996.0,nodeploy,pass,0,45:41:1
10-24,749.207999996841,alive,none,none,1,f,34,1998,1987.0,unavail,pass,0,48:34:2
40-54,49.482999999541796,dead,airbag,none,0,m,18,2000,1996.0,nodeploy,driver,0,43:215:1
25-39,86.22099999990309,alive,none,none,0,m,19,2000,1984.0,unavail,pass,0,13:79:1
25-39,4736.3119999766295,alive,airbag,belted,1,m,47,2001,1996.0,deploy,driver,1,45:67:3
55+,39.120999999809996,dead,airbag,none,0,m,72,1997,1996.0,deploy,driver,1,41:175:1
25-39,306.714999999851,alive,airbag,belted,0,m,53,2000,1995.0,nodeploy,driver,0,48:127:2
10-24,6202.665999948979,alive,none,belted,0,f,75,1997,1993.0,unavail,driver,0,45:194:1
25-39,9.82199999992736,alive,none,belted,1,m,29,2002,1994.0,unavail,driver,0,79:44:1
10-24,44.7479999996722,alive,airbag,belted,1,m,29,1999,1999.0,deploy,driver,1,81:117:1
10-24,402.14699999988096,alive,airbag,belted,1,m,68,2000,1995.0,deploy,driver,1,48:166:2
25-39,64.2889999998733,alive,none,belted,1,m,16,2002,1994.0,unavail,driver,0,45:225:1
25-39,56.4099999996834,alive,airbag,belted,1,m,45,2000,1999.0,deploy,driver,1,79:60:2
25-39,957.623999997973,alive,airbag,belted,0,m,25,2000,1994.0,nodeploy,driver,0,74:36:1
10-24,27.750999999931103,alive,airbag,belted,1,f,21,2002,1997.0,deploy,pass,1,2:2:1
25-39,516.32499999553,alive,airbag,belted,0,f,18,1998,1999.0,nodeploy,driver,0,11:167:1
1-9km/h,808.968999996781,alive,airbag,belted,1,f,26,2000,1999.0,nodeploy,pass,0,76:35:2
10-24,1627.6309999972598,alive,airbag,belted,1,f,23,1999,1996.0,nodeploy,driver,0,73:98:1
10-24,120.67899999953801,alive,airbag,belted,1,m,17,1999,1998.0,deploy,driver,1,49:178:2
10-24,424.434999998659,alive,none,none,0,m,39,1999,1993.0,unavail,driver,0,48:11:3
10-24,1237.3409999907,alive,airbag,belted,1,m,24,2002,1996.0,nodeploy,pass,0,9:252:2
25-39,21.414999999804397,alive,airbag,belted,0,f,39,2002,1999.0,nodeploy,pass,0,12:106:1
10-24,669.79999999702,alive,airbag,belted,1,f,53,2001,1993.0,deploy,driver,1,2:92:1
25-39,553.466999992728,alive,none,belted,1,m,27,2001,1990.0,unavail,driver,0,11:40:1
10-24,124.62099999934401,alive,airbag,belted,1,m,25,2002,2000.0,deploy,driver,1,75:97:1
10-24,1339.17199999094,alive,airbag,none,0,m,30,2001,1992.0,deploy,driver,1,8:187:1
10-24,16.591999999946,alive,none,belted,0,m,60,1998,1994.0,unavail,driver,0,79:216:1
10-24,2041.92999999225,alive,airbag,none,1,f,19,2000,1991.0,nodeploy,driver,0,73:83:1
25-39,130.133999999613,alive,none,belted,1,m,52,1997,1992.0,unavail,driver,0,11:97:2
10-24,502.220999997109,alive,airbag,belted,0,m,42,2002,1997.0,nodeploy,driver,0,74:73:2
10-24,2376.5289999842603,alive,airbag,belted,0,f,48,1997,1993.0,nodeploy,driver,0,73:3:2
55+,73.0049999998882,alive,airbag,belted,1,f,24,1998,1996.0,deploy,driver,1,9:10:2
25-39,58.944999999832405,alive,none,none,0,f,35,1998,1990.0,unavail,pass,0,5:142:1
10-24,27.3969999998808,alive,airbag,none,0,m,66,1997,1995.0,nodeploy,driver,0,49:12:2
25-39,388.812999997288,alive,airbag,belted,1,f,28,1999,1992.0,deploy,driver,1,4:26:1
10-24,33.9149999995716,dead,airbag,none,0,f,69,2001,1996.0,deploy,driver,1,12:21:1
10-24,64.7259999997914,alive,airbag,belted,1,f,30,2002,1999.0,deploy,driver,1,42:108:1
10-24,33.4219999997877,alive,airbag,belted,1,m,43,1997,1994.0,nodeploy,driver,0,41:152:2
40-54,15.506999999983199,alive,airbag,belted,1,f,34,1999,1995.0,deploy,pass,1,49:204:2
25-39,48.5449999999255,alive,none,none,0,m,22,1998,1990.0,unavail,pass,0,41:129:1
10-24,85.76099999994041,alive,airbag,belted,1,f,18,2001,2000.0,deploy,driver,1,49:181:1
10-24,45.8039999995381,alive,none,belted,0,f,29,2001,1989.0,unavail,driver,0,11:113:1
25-39,21.2359999998007,alive,none,belted,1,m,21,2001,1988.0,unavail,pass,0,12:188:1
25-39,20.117999999783898,dead,none,belted,0,m,71,2002,1989.0,unavail,driver,0,9:7:2
40-54,68.1419999999925,dead,none,none,1,m,23,1998,1987.0,unavail,driver,0,45:178:1
10-24,7.52799999999115,alive,airbag,belted,1,f,16,2002,2000.0,deploy,pass,1,74:22:4
40-54,58.3609999995679,alive,none,belted,0,f,33,1998,1984.0,unavail,driver,0,78:109:2
10-24,77.73299999907609,alive,none,belted,1,m,71,2000,1990.0,unavail,driver,0,78:105:2
10-24,937.889999993145,alive,airbag,belted,1,m,38,2002,1998.0,nodeploy,driver,0,41:82:1
10-24,442.05199999734805,alive,airbag,belted,0,f,35,1998,1992.0,nodeploy,driver,0,11:186:1
55+,49.7679999996908,alive,none,belted,1,m,36,1998,1988.0,unavail,pass,0,43:145:1
10-24,3.9049999999988403,alive,none,none,1,f,27,1997,1975.0,unavail,driver,0,82:38:1
25-39,85.8219999996945,alive,none,none,1,f,43,1997,1990.0,unavail,driver,0,78:40:1
25-39,19.6719999997877,alive,none,none,1,m,39,2000,1993.0,unavail,driver,0,49:262:1
40-54,45.6529999999329,alive,airbag,belted,1,f,70,2001,1994.0,deploy,driver,1,11:112:2
55+,23.4939999999478,alive,none,none,0,m,39,1997,1982.0,unavail,driver,0,73:77:1
10-24,6.96399999997811,dead,none,belted,1,f,86,1999,1982.0,unavail,driver,0,79:91:1
10-24,195.929999999702,alive,airbag,belted,1,f,44,1999,1998.0,deploy,driver,1,48:134:2
40-54,18.2859999998473,alive,airbag,none,1,m,22,1998,1991.0,deploy,driver,1,41:27:1
10-24,150.571999998763,alive,none,belted,0,f,32,1999,1988.0,unavail,driver,0,2:59:1
10-24,157.544999999925,alive,none,belted,1,m,48,1997,1988.0,unavail,driver,0,49:32:1
10-24,1997.13599999249,alive,none,belted,1,m,21,1997,1988.0,unavail,driver,0,75:46:1
10-24,18.2859999998473,alive,none,none,1,m,31,1998,1988.0,unavail,driver,0,41:26:1
10-24,1039.4799999892698,alive,airbag,belted,0,f,27,1997,1996.0,deploy,driver,1,8:233:1
25-39,34.4199999999255,alive,none,none,1,m,19,2002,1984.0,unavail,driver,0,74:129:1
10-24,42.820999999996296,alive,airbag,belted,0,f,17,1999,1996.0,nodeploy,pass,0,9:17:2
10-24,56.2799999997951,alive,none,none,1,m,34,2000,1976.0,unavail,driver,0,75:9:1
25-39,44.7549999998882,alive,airbag,belted,0,f,21,1999,1994.0,deploy,driver,1,75:159:2
40-54,653.419999994338,alive,none,belted,1,m,18,1998,1986.0,unavail,driver,0,2:143:1
25-39,1045.4039999991699,alive,airbag,belted,1,f,38,1997,1996.0,deploy,pass,1,73:60:2
10-24,1815.7219999879603,alive,airbag,belted,1,m,20,1998,1997.0,nodeploy,pass,0,43:210:2
10-24,18.5359999998473,alive,airbag,belted,1,m,21,1997,1995.0,deploy,driver,1,4:24:1
1-9km/h,1177.78499999642,alive,none,none,1,m,41,2000,1989.0,unavail,driver,0,48:55:1
10-24,3456.9009999930895,alive,none,none,0,f,27,2000,1988.0,unavail,driver,0,45:81:2
40-54,31.4849999998696,alive,none,belted,0,m,17,1998,1975.0,unavail,driver,0,2:10:2
25-39,18.3239999997895,alive,none,belted,1,m,26,1999,1990.0,unavail,driver,0,82:88:1
10-24,47.502999999560394,alive,none,belted,1,m,53,1998,1988.0,unavail,pass,0,43:268:2
25-39,50.61699999962,alive,airbag,belted,0,f,28,1997,1996.0,nodeploy,driver,0,75:45:2
10-24,847.450999997556,alive,airbag,belted,1,m,16,2002,1994.0,deploy,driver,1,73:21:1
10-24,1670.44799999893,alive,none,belted,1,f,18,2000,1984.0,unavail,driver,0,13:81:1
25-39,256.983999997377,alive,none,belted,1,m,22,1999,1989.0,unavail,driver,0,12:180:2
10-24,3762.5669999718702,alive,airbag,belted,0,f,27,2002,2001.0,nodeploy,driver,0,45:154:1
1-9km/h,1.0,alive,airbag,belted,1,f,38,2002,1993.0,nodeploy,driver,0,42:15:2
40-54,4.95999999996275,alive,airbag,belted,1,f,50,1999,1995.0,deploy,pass,1,79:177:3
40-54,13.380999999935698,alive,none,none,1,m,31,1997,1979.0,unavail,driver,0,81:71:1
25-39,84.2509999992326,alive,airbag,belted,1,f,42,2000,1997.0,deploy,driver,1,45:117:2
10-24,56.9779999996535,alive,airbag,belted,0,f,60,1998,1998.0,deploy,driver,1,11:198:1
10-24,193.362999999896,alive,airbag,belted,1,m,20,2002,1993.0,deploy,driver,1,79:45:2
55+,296.16399999707903,alive,airbag,none,1,m,25,2002,2002.0,deploy,driver,1,43:132:1
10-24,138.309999998659,alive,airbag,belted,0,f,39,1997,1994.0,deploy,driver,1,43:109:2
25-39,41.118999999947796,alive,none,none,1,m,28,1997,1987.0,unavail,pass,0,45:87:1
40-54,6.00399999995716,alive,none,belted,0,m,23,1997,1991.0,unavail,driver,0,49:124:1
25-39,172.292999999598,alive,airbag,none,1,m,19,2001,1991.0,deploy,driver,1,73:194:2
10-24,272.189999997616,alive,airbag,belted,1,f,32,1999,1997.0,nodeploy,driver,0,9:46:2
25-39,252.998999999836,alive,airbag,belted,0,f,43,2001,2000.0,nodeploy,driver,0,11:143:3
25-39,34.9499999997206,dead,none,none,0,m,30,2000,1993.0,unavail,driver,0,12:79:1
40-54,165.261999998242,alive,none,none,1,m,25,1998,1984.0,unavail,pass,0,45:32:1
10-24,1045.92599999905,alive,none,none,1,f,21,2000,1986.0,unavail,driver,0,45:132:2
10-24,17.3979999998119,alive,airbag,belted,1,m,69,2000,1996.0,nodeploy,driver,0,41:64:1
10-24,1708.3349999934399,alive,none,belted,0,f,28,1997,1989.0,unavail,driver,0,8:29:2
10-24,13.221999999950599,alive,airbag,belted,0,m,37,2001,1999.0,nodeploy,driver,0,74:111:1
25-39,76.07299999985841,alive,none,belted,0,m,16,2001,1993.0,unavail,pass,0,13:67:1
10-24,1883.0069999992802,alive,none,belted,1,m,27,1997,1980.0,unavail,driver,0,49:15:2
25-39,13.935999999986999,alive,none,none,1,m,70,1998,1981.0,unavail,driver,0,72:60:1
25-39,150.392999999225,alive,airbag,belted,0,f,43,2000,1999.0,nodeploy,pass,0,45:48:2
40-54,986.503999993205,alive,none,belted,1,f,64,1997,1984.0,unavail,pass,0,11:137:2
10-24,84.5209999997169,alive,airbag,belted,1,f,25,2000,1999.0,deploy,driver,1,13:126:1
10-24,61.8109999997541,alive,airbag,belted,0,m,55,2000,1997.0,nodeploy,driver,0,8:176:1
1-9km/h,513.464999996126,alive,airbag,belted,1,f,23,1997,1994.0,nodeploy,pass,0,13:42:1
10-24,80.74699999950829,alive,airbag,belted,1,f,20,2002,2000.0,deploy,driver,1,50:74:1
25-39,3.9049999999988403,alive,none,belted,1,f,62,1997,1991.0,unavail,driver,0,82:148:2
40-54,37.454999999608795,dead,none,none,1,m,45,1999,1985.0,unavail,driver,0,12:92:2
10-24,31.154999999795102,alive,none,none,0,m,20,1998,1985.0,unavail,driver,0,12:138:1
55+,47.17799999983979,alive,airbag,none,1,f,26,2000,1995.0,deploy,driver,1,75:59:1
10-24,1108.4329999983302,alive,airbag,belted,1,f,81,1998,1992.0,deploy,driver,1,48:98:1
25-39,36.031999999657295,alive,airbag,belted,0,f,46,2002,1999.0,deploy,driver,1,43:127:2
25-39,322.272999998182,alive,none,none,0,f,17,2002,1992.0,unavail,pass,0,12:54:1
40-54,432.905999999493,alive,airbag,belted,1,f,48,1998,1996.0,deploy,driver,1,48:129:2
1-9km/h,536.1569999977951,alive,airbag,belted,1,f,19,2001,1995.0,nodeploy,driver,0,73:97:2
25-39,221.902999999002,alive,airbag,belted,0,f,18,1999,1994.0,deploy,driver,1,76:75:2
25-39,20.3589999999385,alive,none,none,1,m,70,2001,1988.0,unavail,pass,0,6:19:1
10-24,152.03599999845,alive,airbag,belted,1,f,49,2002,2001.0,nodeploy,driver,0,50:40:2
10-24,264.809999998659,alive,none,none,1,f,25,2002,1989.0,unavail,pass,0,13:74:2
10-24,1420.3489999920098,alive,airbag,belted,0,f,54,2002,1998.0,nodeploy,driver,0,11:74:1
10-24,161.129999998957,alive,none,belted,1,f,16,1997,1992.0,unavail,pass,0,75:125:1
10-24,10.9169999998994,alive,airbag,none,0,m,48,1999,1998.0,nodeploy,pass,0,49:183:2
10-24,1119.0209999978501,alive,none,none,1,f,19,2001,1992.0,unavail,pass,0,2:38:2
10-24,2321.68799999356,alive,none,belted,1,m,26,1997,1996.0,unavail,pass,0,2:161:1
10-24,16.707999999867802,alive,airbag,belted,1,m,22,1999,1995.0,deploy,driver,1,72:52:1
55+,55.3279999997467,dead,none,none,1,m,48,1999,1981.0,unavail,driver,0,78:26:1
10-24,48.75399999972429,alive,none,belted,1,f,46,2000,1993.0,unavail,pass,0,2:93:2
40-54,10.7609999999404,alive,airbag,belted,0,f,20,2001,2000.0,deploy,pass,1,49:131:1
10-24,675.865999996662,alive,airbag,belted,0,f,17,2000,1994.0,deploy,driver,1,5:12:1
10-24,16.7379999998957,alive,none,belted,1,m,53,1998,1989.0,unavail,driver,0,41:93:2
10-24,87.59599999990309,alive,airbag,belted,1,f,29,2001,1999.0,deploy,driver,1,49:162:2
55+,32.4669999997132,dead,airbag,belted,0,m,22,1998,1991.0,deploy,driver,1,12:4:1
10-24,39.3499999996275,alive,airbag,none,1,m,44,2002,1998.0,nodeploy,pass,0,11:173:1
10-24,760.900999993086,alive,airbag,belted,0,f,25,2002,1992.0,nodeploy,driver,0,11:243:1
10-24,2454.63899999857,alive,none,belted,0,m,59,1997,1991.0,unavail,driver,0,41:126:2
25-39,367.892999999225,alive,airbag,belted,0,f,21,2000,1993.0,nodeploy,driver,0,2:109:2
10-24,171.09899999946398,alive,airbag,belted,1,f,39,2000,1997.0,nodeploy,driver,0,8:157:1
25-39,799.791999995708,alive,airbag,belted,1,f,29,2001,1999.0,deploy,driver,1,11:28:2
10-24,366.577999997884,alive,airbag,none,1,m,32,1999,1998.0,deploy,driver,1,75:19:1
25-39,317.585999999195,alive,none,none,1,m,20,1997,1994.0,unavail,pass,0,8:16:2
10-24,135.62899999879298,alive,airbag,belted,0,m,59,2002,1996.0,nodeploy,driver,0,11:198:1
10-24,13694.449999928502,alive,airbag,belted,1,m,37,2001,1991.0,deploy,driver,1,45:204:1
10-24,1954.57799999416,alive,none,belted,1,m,25,1997,1990.0,unavail,driver,0,45:125:2
25-39,126.011999999173,alive,airbag,none,1,m,30,2002,2000.0,deploy,driver,1,11:41:1
10-24,58.8009999999776,alive,none,belted,0,f,34,1998,1989.0,unavail,pass,0,9:2:2
55+,54.3159999996424,alive,none,belted,0,m,22,1999,1989.0,unavail,driver,0,11:9:1
10-24,109.531999999657,alive,airbag,belted,1,f,38,1999,1997.0,deploy,driver,1,11:65:4
